name,province,address,latitude,longitude,reward,uuid,created_at
Sant Isidre - València,València,València,39.45103458536643,-0.40280276511235225,,,
Sant Llorenç - València,València,València,39.47784091946038,-0.3836940721505621,,,
Sant Marcel·lí - València,València,València,39.4637397584662,-0.3287454254375914,,,
Sant Pau - València,València,València,39.46048040281431,-0.3327142592748413,,,
Soternes - València,València,València,39.47065738808727,-0.4076305632336302,,,
Tormos - València,València,València,39.471378924928246,-0.3713127736118742,,,
Torrefiel - València,València,València,39.49791644238106,-0.377216531194504,,,
Tres Forques - València,València,València,39.46382212825738,-0.4028538654020152,,,
Trinitat - València,València,València,39.495574489483765,-0.3974326312989,,,
Vara de Quart - València,València,València,39.46197950971274,-0.4008947950527734,,,
Albalat dels Sorells,València,"Plaça Del Castell, 2",39.54526523737024,-0.3482888941423446,,,
Alberic,València,"Plaza Constitucion, 25",39.11705020984888,-0.5235260124730562,,,
Alboraia,València,"Milagrosa, 17",39.49566272842113,-0.35522222518917274,,,
Albuixech,València,"Plaça l'Ajuntament, 1",39.5441373,-0.320388,,,
Aldaia,València,"Plaza Constitucion, 10",39.4614203,-0.4612243,,,
Algemesí,València,"Plaça Major, 3",39.1945808,-0.4407954,,,
Alginet,València,"Plaça País Valencià,1",39.26293949225646,-0.4748859996779908,,,
Algímia d'Alfara,València,"Pl.San Vicente, 1",39.7460335,-0.3672437,,,
Almassora,Castelló,"Plaza Pere Cornell, 1",39.9543523,-0.0775039,,,
Almenara,Castelló,"Casablanca, 56",39.7522591,-0.2156704,,,
Almàssera,València,"Plaza Mayor, 1",39.512256661843445,-0.3542666730314796,,,
Alzira,València,"c/ Sant Roc, 6",39.1519351,-0.4512296,,,
Benaguasil,València,"Plaza Mayor, 17",39.598880807680814,-0.5839277509085257,,,
Benetússer,València,"Miguel Hernandez, 30",39.4218996,-0.3930134,,,
Benifaió,València,"Plaza Mayor, 15",39.2865962,-0.4300849,,,
Benimodo,València,"Plaça Major, 1",39.216293374118074,-0.5196194643809373,,,
Bunyol,València,"C/ Cid, 20",39.4273336,-0.7875467,,,
Burjassot,València,"Plaza Emilio Castelar, 1",39.508415261654285,-0.4067361054400869,,,
Bétera,València,"José Gascón, 9 bajo",39.5906067291247,-0.45753055773591456,,,
Carcaixent,València,"Plaça Major, 1",39.1182487,-0.4547076,,,
Carlet,València,"Avda. Caixa d'Estalvis, 1",39.22679905059184,-0.5249416827217579,,,
Castelló de la Plana,Castelló,"Plaza Mayor, 1",39.988259,-0.052266,,,
Castelló de la Ribera,Castelló,"Plaza Ayuntamiento, 41",39.08400730254416,-0.5160138604081964,,,
Catarroja,València,"Cami Reial, 22",39.3994659,-0.3994599,,,
Caudiel,Castelló,"Plaza De España, 1",39.94733,-0.572027,,,
Cullera,València,"Plaza La Virgen, 5",39.177862,-0.263263,,,
El Puig,València,"Plaza del Ayuntamiento, 1",39.5873418,-0.3117602,,,
Estivella,València,"Nadal I Llorens, 2",39.7063846,-0.3482865,,,
Foios,València,"Plaza del Pueblo, 1",39.537223855758896,-0.35386943816728056,,,
Gandia,València,"Plaça Major, 1",38.9703239,-0.1799097,,,
Gilet,València,"Plaza Iglesia, 6",39.6793275,-0.3202243,,,
Godella,València,"Major, 45",39.51950458696169,-0.4144555629587507,,,
L'Alcúdia,València,"Plaça Constitució, 3",39.193813363569774,-0.5102638606951693,,,
L'Alcúdia,València,"Pintor Vergara, 28",39.193813363569774,-0.5102638606951693,,,
L'Eliana,València,"Plaça Pais Valencia, 3",39.561832467826335,-0.5359194284163187,,,
L'Énova,València,"Plaça de l'Ajuntament, 1",39.046208,-0.491565,,,
La Llosa,Castelló,"Plaza España, 14",39.7659238,-0.2045537,,,
La Pobla Llarga,València,"Plaça de l'Ajuntament, 1",39.0468553,-0.4919616,,,
La Pobla de Farnals,València,"Plaza San Vicente, 1",39.57941822166075,-0.33043611090782443,,,
La Pobla de Vallbona,València,"Avinguda de Colom, 93",39.58276371115498,-0.5622777944476075,,,
Les Alqueries,Castelló,"Plaza Mayor, 1",39.895253,-0.1056377,,,
Llíria,València,"Plaça Major, 1",39.62284092097164,-0.5902777912103784,,,
Loriguilla,València,"Av. Oeste, 9",39.4857211,-0.5673002,,,
Manises,València,"Plaça del Castell, 1",39.48958973107335,-0.45906543770181946,,,
Massalavés,València,"Valencia, 12",39.143806497062336,-0.5187610983053753,,,
Massalfassar,València,"Plaza De La Iglesia, 5",39.5550512,-0.318312,,,
Massamagrell,València,"Plaça Constitució, 12",39.57056049493916,-0.333033323500629,,,
Massanassa,València,"Plaça de les Escoles Velles, 1",39.4088749,-0.3954941,,,
Massarrojos,València,"Cura Bau, 10",39.53660968895581,-0.40287777812858305,,,
Meliana,València,"Plaza Mayor, 1",39.52803043467392,-0.3518194551700547,,,
Mislata,València,"Plaza Constitucion, 8",39.473823587168184,-0.41830554613606974,,,
Moixent,València,"Plaça Major, 1",38.8758648,-0.7573129,,,
Moncada,València,"C/ Mayor, 63",39.54352955038101,-0.3884611127603637,,,
Moncofa,Castelló,"Plaza Constitucion, 1",39.8172732,-0.1635392,,,
Montesa,València,"Plaça De La Vila, 1",38.941764,-0.642235,,,
Museros,València,"Plaça Del Castell, 1",39.56157688255019,-0.34085556890976376,,,
Navajas,Castelló,"Valencia, 7",39.8744595,-0.5058987,,,
Nules,Castelló,"Plaza Mayor, S/N",39.853502,-0.152227,,,
Paiporta,València,"Músico Vicente Prats Tarazona, s/n.",39.43226246036189,-0.41806110737533675,,,
Paterna,València,"Plaça Enginyer Castells, nº1",39.49880985401933,-0.44197198712674723,,,
Picanya,València,"Plaza España, 1",39.43312076720112,-0.43715834664283953,,,
Picassent,València,"Plaza Ayuntamiento, 19",39.36303714856912,-0.46485832327858495,,,
Puçol,València,"Juan de Ribera, 14",39.6211074,-0.3024345,,,
Quart de Poblet,València,"Plaça Pais Valencia, 1",39.48108677099763,-0.44188055413458743,,,
Rafelbunyol,València,"Plaça Purísima, 1",39.588523904516435,-0.33105832344524866,,,
Requena,València,"Plaza Consistorial, 1",39.4914373,-1.1048262,,,
Riba-roja de Túria,València,"Plaça de L'Ajuntament, 9",39.54333500017424,-0.5594444275774598,,,
Rocafort,València,"El Pou, s/n",39.52870945118481,-0.4075777828732151,,,
Sagunt,València,"Autonomia, 2",39.6750135,-0.271815,,,
Segorbe,Castelló,"Plaza del Agua Limpia, 2",39.8490418,-0.480858,,,
Setaigües,València,"Arrabal, 2",39.4572872,-0.9023037,,,
Silla,València,"Plaça Del Poble, 1",39.3605117,-0.4159142,,,
Sollana,València,"Plaza Mayor, 2",39.2773128,-0.3764178,,,
Soneja,Castelló,"Plaza Mesón, 1",39.8120247,-0.4306676,,,
Sueca,València,"Plaza Ayuntamiento, 17",39.205606,-0.307813,,,
Tavernes de la Valldigna,València,"Plaça Major, 1",39.0789696,-0.2262717,,,
Torrent,València,"Ramón y Cajal, 1",39.434646646064856,-0.46098610708564136,,,
Utiel,València,"Plaza Ayuntamiento, 1",39.5713077,-1.2031789,,,
Vallada,València,"Plaça Major, 10",38.908988,-0.689953,,,
València,València,"Plaza Del Ayuntamiento, 1",39.486499825901895,-0.3749722238203376,,,
Vila-real,Castelló,"Plaza Mayor, s/n.",39.9322174,-0.0973214,,,
Xeraco,València,"Plaza Iglesia, 3",39.0262924,-0.2146258,,,
Xest,València,"Plaza Dr. Cajal, 1",39.4902567,-0.6876734,,,
Xilxes,Castelló,"Plaza de España, 5",39.7812077,-0.1917555,,,
Xirivella,València,"Plaza Concordia, 6",39.4639487,-0.420941,,,
Xiva,València,"Plaza Gil Escarti, S/N",39.4706442,-0.7232841,,,
Xàtiva,València,"Alameda de Jaume I, 35",38.9918333,-0.5253742,,,
Xèrica,Castelló,"Historiador Vayo, 19",39.9151971,-0.5693862,,,
